Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
11,"['tag', '.', 'stop', 'giving', 'your', 'what', ""'s"", 'app', 'chat', 'number', 'and', 'email', 'address', 'if', 'you', 'ca', ""n't"", 'reply', '@', 'rockwithboat', 'https', ':', '//t.co/qblmwnlwdq']",5.56875,4.235,5.4025,neutral,5.0687500000000005,8 out of 12,"['tag', 'stop', 'give', 'chat', 'number', 'email', 'address', 'neg-reply']","['tag', 'stop', 'give', 'app', 'chat', 'number', 'email', 'address', 'ca', 'reply', 'rockwithboat', 'http']"
12,"['but', 'now', 'i', 'have', 'an', 'invoice', 'of', 'blazing', 'yellow', 'and', 'earphones', 'are', 'black', 'one', 'so', 'claimed', 'rejected', '.', 'this', 'is', 'scam', '2022', 'or', 'what', '@', 'rockwithboat.at', 'least', 'reply', 'to', 'the', 'mail', 'or', 'chat', 'or', 'answer', 'queries', 'on', 'call', '.', 'such', 'pathetic', 'customer', 'service', '.', 'please', 'try', 'to', 'be', 'sincere', 'when', 'you', 'use', 'made', 'in', 'india']",5.37,3.838,5.452,neutral,4.886666666666667,20 out of 25,"['invoice', 'blaze', 'yellow', 'black', 'one', 'reject', 'scam', 'reply', 'mail', 'chat', 'answer', 'query', 'call', 'pathetic', 'customer', 'service', 'try', 'sincere', 'use', 'make']","['invoice', 'blaze', 'yellow', 'earphone', 'black', 'one', 'claimed', 'reject', 'scam', 'least', 'reply', 'mail', 'chat', 'answer', 'query', 'call', 'pathetic', 'customer', 'service', 'please', 'try', 'sincere', 'use', 'make', 'india']"
13,"['@', 'rockwithboat', 'i', 'purchased', 'blazing', 'yellow', 'rockers', '330', 'pro', 'in', 'jan', '2022', ',', 'but', 'the', 'product', 'did', ""n't"", 'last', 'two', 'months', '.', 'so', 'i', 'claimed', 'for', 'warranty', 'and', 'i', 'got', 'a', 'new', 'one', 'but', 'black', '.', 'now', 'again', 'in', 'two', 'months', ',', 'even', 'this', 'one', 'defaulted', 'so', 'i', 'claimed', 'the', 'warranty', 'again', '.', 'https', ':', '//t.co/ategnfztcq']",5.5675,4.1505,5.562,neutral,5.093333333333334,20 out of 25,"['purchase', 'blaze', 'yellow', 'rocker', 'pro', 'product', 'neg-two', 'neg-month', 'claim', 'warranty', 'get', 'new', 'one', 'black', 'two', 'month', 'one', 'default', 'claim', 'warranty']","['rockwithboat', 'purchase', 'blaze', 'yellow', 'rocker', 'pro', 'jan', 'product', 'last', 'two', 'month', 'claim', 'warranty', 'get', 'new', 'one', 'black', 'two', 'month', 'even', 'one', 'default', 'claim', 'warranty', 'http']"
14,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xxe', 'via', 'image', 'file', 'upload', '@', 'websecacademy', 'https', ':', '//t.co/0jwvfh3vy6']",5.7625,3.6875,5.835,neutral,5.095,8 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'image', 'file', 'upload']","['complete', 'web', 'security', 'academy', 'lab', 'exploiting', 'xxe', 'via', 'image', 'file', 'upload', 'websecacademy', 'http']"
15,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xinclude', 'to', 'retrieve', 'files', '@', 'websecacademy', 'https', ':', '//t.co/9jmrbwnrow']",5.4662500000000005,4.01375,5.47375,neutral,4.984583333333333,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'retrieve', 'file']","['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'xinclude', 'retrieve', 'file', 'websecacademy', 'http']"
16,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xxe', 'to', 'retrieve', 'data', 'by', 'repurposing', 'a', 'local', 'dtd', '@', 'websecacademy', 'https', ':', '//t.co/i1hbih3uvd']",5.6325,4.06375,5.7325,neutral,5.142916666666666,8 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'retrieve', 'local']","['complete', 'web', 'security', 'academy', 'lab', 'exploit', 'xxe', 'retrieve', 'data', 'repurposing', 'local', 'dtd', 'websecacademy', 'http']"
17,"['lab', ':', 'exploiting', 'blind', 'xxe', 'to', 'retrieve', 'data', 'via', 'error', 'messages', '|', 'web', 'security', 'academy', 'https', ':', '//t.co/gu3eck404p']",5.06,4.10875,5.23125,neutral,4.8,8 out of 13,"['lab', 'blind', 'retrieve', 'error', 'message', 'web', 'security', 'academy']","['lab', 'exploiting', 'blind', 'xxe', 'retrieve', 'data', 'via', 'error', 'message', 'web', 'security', 'academy', 'http']"
18,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'exploiting', 'xxe', 'using', 'external', 'entities', 'to', 'retrieve', 'files', '@', 'websecacademy', 'https', ':', '//t.co/3glkehazvv', 'after', 'long', 'time', 'but', 'started', 'learning', 'again', '.']",5.7446153846153845,3.8892307692307693,5.533076923076923,neutral,5.055641025641026,13 out of 18,"['complete', 'web', 'security', 'academy', 'lab', 'use', 'external', 'entity', 'retrieve', 'file', 'time', 'start', 'learn']","['complete', 'web', 'security', 'academy', 'lab', 'exploiting', 'xxe', 'use', 'external', 'entity', 'retrieve', 'file', 'websecacademy', 'http', 'long', 'time', 'start', 'learn']"
19,"['rt', '@', 'michaelkugelman', ':', 'yes', ',', 'india', '’', 's', 'relationship', 'with', 'the', 'us', 'has', 'taken', 'off', 'while', 'its', 'relationship', 'with', 'russia', 'has', 'slowed', '.', 'but', 'delhi', 'still', 'des…']",6.12,4.3525,5.47,positive,5.314166666666666,4 out of 12,"['relationship', 'take', 'relationship', 'slow']","['rt', 'michaelkugelman', 'yes', 'india', 'relationship', 'us', 'take', 'relationship', 'russia', 'slow', 'delhi', 'still']"
20,"['rt', '@', 'intigriti', ':', 'new', 'xss', 'challenge', ',', 'by', 'the', 'one', 'and', 'only', '@', 'terjanq', '!', '👉', 'find', 'the', 'xss', 'and', 'win', '€300', 'in', 'swag', '!', '👉', 'submit', 'your', 'solution', 'before', 'mon', '26', 'a…']",6.08875,4.34,5.8075,positive,5.412083333333334,8 out of 14,"['new', 'challenge', 'one', 'find', 'win', 'swag', 'submit', 'solution']","['rt', 'intigriti', 'new', 'x', 'challenge', 'one', 'terjanq', 'find', 'x', 'win', 'swag', 'submit', 'solution', 'mon']"
21,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'arbitrary', 'object', 'injection', 'in', 'php', '@', 'websecacademy', 'https', ':', '//t.co/tymh5wjqqu']",5.13,4.165,5.42125,neutral,4.9054166666666665,8 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection', 'php', 'websecacademy', 'http']"
22,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'arbitrary', 'object', 'injection', 'in', 'php', '@', 'websecacademy', 'https', ':', '//t.co/tymh5wjqqu']",5.13,4.165,5.42125,neutral,4.9054166666666665,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection']","['complete', 'web', 'security', 'academy', 'lab', 'arbitrary', 'object', 'injection', 'php', 'websecacademy', 'http']"
23,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'modifying', 'serialized', 'data', 'types', '@', 'websecacademy', 'https', ':', '//t.co/u1tgxouv1m']",5.541428571428572,3.69,5.604285714285714,neutral,4.945238095238095,7 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'serialize', 'type']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'modifying', 'serialize', 'data', 'type', 'websecacademy', 'http']"
24,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'using', 'application', 'functionality', 'to', 'exploit', 'insecure', 'deserialization', '@', 'websecacademy…']",4.9622222222222225,4.171111111111111,5.141111111111111,neutral,4.758148148148148,9 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'exploit', 'insecure']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'functionality', 'exploit', 'insecure', 'deserialization']"
25,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'using', 'application', 'functionality', 'to', 'exploit', 'insecure', 'deserialization', '@', 'websecacademy', 'https', ':', '//t.co/j9pmzgrzed']",4.9622222222222225,4.171111111111111,5.141111111111111,neutral,4.758148148148148,9 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'exploit', 'insecure']","['complete', 'web', 'security', 'academy', 'lab', 'use', 'application', 'functionality', 'exploit', 'insecure', 'deserialization', 'websecacademy', 'http']"
26,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'modifying', 'serialized', 'data', 'types', '@', 'websecacademy', 'https', ':', '//t.co/u1tgxouv1m']",5.541428571428572,3.69,5.604285714285714,neutral,4.945238095238095,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'serialize', 'type']","['complete', 'web', 'security', 'academy', 'lab', 'modifying', 'serialize', 'data', 'type', 'websecacademy', 'http']"
27,"['rt', '@', 'elonmusk', ':', 'the', 'simulation', 'really', 'struggled', 'to', 'make', 'this', 'look', 'real', 'haha', 'https', ':', '//t.co/t8zvftruhu']",5.56,4.242,5.294,neutral,5.032,5 out of 10,"['simulation', 'struggle', 'make', 'look', 'real']","['rt', 'elonmusk', 'simulation', 'really', 'struggle', 'make', 'look', 'real', 'haha', 'http']"
28,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'filter', 'bypass', 'via', 'open', 'redirection', 'vulnerability', '@', 'websecacademy', 'https', ':', '//t.co/lnlymmemq0']",5.276666666666666,3.9033333333333333,5.591111111111111,neutral,4.923703703703704,9 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'filter', 'bypass', 'open', 'vulnerability']","['complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'filter', 'bypass', 'via', 'open', 'redirection', 'vulnerability', 'websecacademy', 'http']"
29,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'whitelist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/xm7zbqwhba']",5.575714285714286,3.662857142857143,5.854285714285714,neutral,5.030952380952381,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
30,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'whitelist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/xm7zbqwhba']",5.575714285714286,3.662857142857143,5.854285714285714,neutral,5.030952380952381,7 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
31,"['rt', '@', 'elonmusk', ':', 'https', ':', '//t.co/ngk8sjvduw']",nan,nan,nan,nan,nan,0,nan,"['rt', 'elonmusk', 'http']"
32,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'blacklist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/6bact51uk1']",5.575714285714286,3.662857142857143,5.854285714285714,neutral,5.030952380952381,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
33,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'ssrf', 'with', 'blacklist-based', 'input', 'filter', '@', 'websecacademy', 'https', ':', '//t.co/6bact51uk1']",5.575714285714286,3.662857142857143,5.854285714285714,neutral,5.030952380952381,7 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'input', 'filter']","['complete', 'web', 'security', 'academy', 'lab', 'ssrf', 'input', 'filter', 'websecacademy', 'http']"
34,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'ssrf', 'against', 'another', 'back-end', 'system', '@', 'websecacademy', 'https', ':', '//t.co/7a3x3rom2g']",5.64,3.6214285714285714,5.841428571428572,neutral,5.034285714285715,7 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'system']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'basic', 'ssrf', 'another', 'system', 'websecacademy', 'http']"
35,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'ssrf', 'against', 'another', 'back-end', 'system', '@', 'websecacademy', 'https', ':', '//t.co/7a3x3rom2g']",5.64,3.6214285714285714,5.841428571428572,neutral,5.034285714285715,7 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'system']","['complete', 'web', 'security', 'academy', 'lab', 'basic', 'ssrf', 'another', 'system', 'websecacademy', 'http']"
36,"['amazing', 'opportunity', 'is', 'provided', 'by', '@', 'vtfoundation', '.', 'apply', 'now', '.', 'https', ':', '//t.co/16anhxatze']",6.6625,4.8875,6.525,positive,6.025000000000001,4 out of 6,"['amazing', 'opportunity', 'provide', 'apply']","['amazing', 'opportunity', 'provide', 'vtfoundation', 'apply', 'http']"
37,"['rt', '@', 'vtfoundation', ':', 'most', 'employers', 'seek', 'career-ready', 'professionals', '.', '@', 'vtfoundation', 'internships', 'are', 'foundational', 'in', 'preparing', 'you', 'for', 'the', 'work…']",5.812,4.552,5.714,neutral,5.359333333333335,5 out of 9,"['employer', 'seek', 'professional', 'internship', 'prepare']","['rt', 'vtfoundation', 'employer', 'seek', 'professional', 'vtfoundation', 'internship', 'foundational', 'prepare']"
38,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'ssrf', 'against', 'the', 'local', 'server', '@', 'websecacademy', 'https', ':', '//t.co/mxsb1edzyz']",5.7625,3.685,5.8825,neutral,5.11,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'local', 'server']","['complete', 'web', 'security', 'academy', 'lab', 'basic', 'ssrf', 'local', 'server', 'websecacademy', 'http']"
39,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', 'with', 'password', 'disclosure', '@', 'websecacademy', 'https', ':', '//t.co/6slrmnyjv8']",5.285454545454545,3.749090909090909,5.628181818181818,neutral,4.887575757575758,11 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'password', 'disclosure']","['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'password', 'disclosure', 'websecacademy', 'http']"
40,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'referer-based', 'access', 'control', '@', 'websecacademy', 'https', ':', '//t.co/2l6bivthny']",5.655714285714286,4.154285714285714,5.935714285714286,neutral,5.248571428571428,7 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'websecacademy', 'http']"
41,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'referer-based', 'access', 'control', '@', 'websecacademy', 'https', ':', '//t.co/2l6bivthny']",5.655714285714286,4.154285714285714,5.935714285714286,neutral,5.248571428571428,7 out of 9,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control']","['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'websecacademy', 'http']"
42,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'multi-step', 'process', 'with', 'no', 'access', 'control', 'on', 'one', 'step', '@', 'websecacademy', 'https', ':', '//t.co…']",5.476,3.901,5.45,neutral,4.942333333333333,10 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'process', 'neg-access', 'neg-control', 'one', 'step']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'process', 'access', 'control', 'one', 'step', 'websecacademy', 'http']"
43,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'multi-step', 'process', 'with', 'no', 'access', 'control', 'on', 'one', 'step', '@', 'websecacademy', 'https', ':', '//t.co/1ph2vzvi8f']",5.476,3.901,5.45,neutral,4.942333333333333,10 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'process', 'neg-access', 'neg-control', 'one', 'step']","['complete', 'web', 'security', 'academy', 'lab', 'process', 'access', 'control', 'one', 'step', 'websecacademy', 'http']"
44,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'insecure', 'direct', 'object', 'references', '@', 'websecacademy', 'https', ':', '//t.co/jrp2n8kqam']",5.297777777777778,3.93,5.608888888888889,neutral,4.945555555555555,9 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'insecure', 'direct', 'object', 'reference']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'insecure', 'direct', 'object', 'reference', 'websecacademy', 'http']"
45,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'insecure', 'direct', 'object', 'references', '@', 'websecacademy', 'https', ':', '//t.co/jrp2n8kqam']",5.297777777777778,3.93,5.608888888888889,neutral,4.945555555555555,9 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'insecure', 'direct', 'object', 'reference']","['complete', 'web', 'security', 'academy', 'lab', 'insecure', 'direct', 'object', 'reference', 'websecacademy', 'http']"
46,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', 'with', 'data', 'leakage', 'in', 'redirect', '@', 'websecacade…']",5.066363636363636,3.878181818181818,5.4372727272727275,neutral,4.793939393939394,11 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'leakage', 'redirect']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'data', 'leakage', 'redirect']"
47,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', 'with', 'data', 'leakage', 'in', 'redirect', '@', 'websecacademy', 'https', ':', '//t.co/udpkaoar6c']",5.066363636363636,3.878181818181818,5.4372727272727275,neutral,4.793939393939394,11 out of 15,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'leakage', 'redirect']","['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'data', 'leakage', 'redirect', 'websecacademy', 'http']"
48,"['rt', '@', 'wldathome', ':', 'it', ""'s"", 'officially', 'zack', 'snyder', ""'s"", 'justice', 'league', 'week', '.', 'let', ""'s"", 'gooooooooooooo', '!', 'https', ':', '//t.co/mqhrqzalvx']",5.842499999999999,3.9225000000000003,5.9825,neutral,5.2491666666666665,4 out of 11,"['justice', 'league', 'week', 'let']","['rt', 'wldathome', 'officially', 'zack', 'snyder', 'justice', 'league', 'week', 'let', 'gooooooooooooo', 'http']"
49,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', ',', 'with', 'unpredictable', 'user', 'ids', '@', 'websecacademy', 'https', ':', '//t.co/00x5wyna2p']",5.135,3.7775,5.505833333333333,neutral,4.806111111111111,12 out of 15,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'unpredictable', 'user', 'id']","['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'unpredictable', 'user', 'id', 'websecacademy', 'http']"
50,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', '@', 'websecacademy', 'https', ':', '//t.co/pz0qnxcrf7']",5.325555555555556,3.82,5.694444444444445,neutral,4.946666666666666,9 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request']","['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'websecacademy', 'http']"
51,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'method-based', 'access', 'control', 'can', 'be', 'circumvented', '@', 'websecacademy', 'https', ':', '//t.co/vuora92gmu']",5.57375,4.135,5.87125,neutral,5.193333333333333,8 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'circumvent']","['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'circumvent', 'websecacademy', 'http']"
52,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'url-based', 'access', 'control', 'can', 'be', 'circumvented', '@', 'websecacademy', 'https', ':', '//t.co/6vk6utfa…']",5.57375,4.135,5.87125,neutral,5.193333333333333,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'circumvent']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'circumvent', 'websecacademy', 'http']"
53,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'url-based', 'access', 'control', 'can', 'be', 'circumvented', '@', 'websecacademy', 'https', ':', '//t.co/6vk6utfaco']",5.57375,4.135,5.87125,neutral,5.193333333333333,8 out of 10,"['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'circumvent']","['complete', 'web', 'security', 'academy', 'lab', 'access', 'control', 'circumvent', 'websecacademy', 'http']"
54,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'role', 'can', 'be', 'modified', 'in', 'user', 'profile', '@', 'websecacademy', 'https', ':', '//t.co/okogpgiknx']",5.196,3.622,5.742,neutral,4.853333333333333,10 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'role', 'modify', 'user', 'profile']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'user', 'role', 'modify', 'user', 'profile', 'websecacademy', 'http']"
